"collectionCode","catalogNumber","verbatimCountry","Country","verbatimStateProvince","StateProvince","verbatimCounty","County","verbatimMunicipality","Municipality"
"Mammals","11802","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11887","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11888","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12027","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12026","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11918","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12025","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11990","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11805","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11878","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11771","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11822","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12039","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12066","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11876","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11928","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11927","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11929","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11830","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11792","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11921","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11795","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11794","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12038","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11853","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11747","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11748","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11851","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11852","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12101","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11796","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12037","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11993","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11905","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11994","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11981","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11980","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11979","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11978","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11977","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11976","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11951","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11930","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11922","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11742","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11741","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12036","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11970","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11790","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11793","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11950","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12064","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11992","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11968","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11971","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11972","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11989","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11942","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12041","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11940","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11946","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11947","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11991","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11949","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11870","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11944","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11973","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11943","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12042","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12043","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12044","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12045","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11860","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11948","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11750","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11749","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11835","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12056","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12058","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12060","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12059","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12055","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11988","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12054","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12057","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11871","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11915","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11873","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11874","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11875","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11912","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11913","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11902","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12052","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12099","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11769","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11770","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11773","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11775","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11777","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11778","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11824","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11832","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12110","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11966","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12098","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12075","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12074","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12072","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11836","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12007","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11774","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11834","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11833","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11937","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11941","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11939","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11745","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11744","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11933","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11746","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11776","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11938","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11740","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11967","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11945","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11934","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12009","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12012","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12011","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12010","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11743","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12078","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12082","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12073","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11889","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11847","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12029","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12028","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12080","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11969","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12077","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12086","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12083","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11892","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11784","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11848","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12031","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11849","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11845","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11891","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11893","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12030","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11846","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12089","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11786","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11844","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11787","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12088","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11785","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11890","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11783","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","12103","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11931","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11782","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
"Mammals","11781","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,"Québec"
