"collectionCode","catalogNumber","order","standardOrder","authority","Genus","standardGenus","family","standardFamily"
"Mammals","13737","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13779","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13718","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13785","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13777","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13766","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13768","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13771","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13776","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13767","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13985","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13987","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13990","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13694","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13739","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13904","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13780","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13730","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13699","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13697","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13696","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13695","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13693","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13698","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13692","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13705","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13726","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13735","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13734","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13733","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13885","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13731","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13702","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13729","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13728","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13727","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13736","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13725","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13724","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13723","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13722","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13721","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13720","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13719","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3609290034","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13732","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13715","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13887","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13977","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13976","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13975","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13972","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13740","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13978","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13994","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13741","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13974","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13983","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13973","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13700","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13703","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13701","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13714","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13713","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13712","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13711","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13710","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13709","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13708","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13707","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13738","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13716","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13986","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13706","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13745","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13989","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82777","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","29603","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","29602","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","20058","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","20057","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","20059","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82655","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82681","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82629","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82660","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","29646","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","29647","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","29559","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13743","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82768","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","80769","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82645","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82781","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82772","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82749","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82748","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82746","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82745","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82771","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82770","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82769","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82738","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82757","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82606","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","22867","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3609290022","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3609290021","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3609290014","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3609290013","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3609290012","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","17391","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","87516","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","87528","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","87526","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","87525","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3510170007","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","87522","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82670","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","87543","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82672","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","80637","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","80636","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","87476","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","87475","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3612070006","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3410290014","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","21816","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3110130004","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82714","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82716","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82644","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","29604","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82797","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","87527","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13760","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82764","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27673","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27671","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13772","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13773","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13774","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13775","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13995","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13794","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13792","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13757","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13750","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","22868","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13762","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27688","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13791","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13756","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13759","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13754","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13753","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13764","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13751","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13758","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13749","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13748","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13747","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13746","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","81132","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13763","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27662","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","13744","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24573","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27686","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27684","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27683","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27666","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27685","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27669","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27665","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27670","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27652","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27653","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82786","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27661","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","82646","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27663","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27664","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27682","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27690","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27651","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27667","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27689","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27687","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27681","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27672","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27680","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27674","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27668","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27660","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12217","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12223","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12253","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12233","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12229","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12228","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12227","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12226","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12224","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12231","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12222","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12221","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12220","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12273","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12218","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12202","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12225","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12589","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12587","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12298","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12297","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12272","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12295","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12590","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12278","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12277","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12276","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","29560","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12219","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12807","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12248","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12261","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12249","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12263","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12264","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12270","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12252","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12251","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12230","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12260","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12207","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
