"collectionCode","catalogNumber","order","standardOrder","authority","Genus","standardGenus","family","standardFamily"
"Mammals","51123","Insectivora; Afrosoricida","Afrosoricida","ITIS","Hemicentetes","Hemicentetes","Tenrecidae","Tenrecidae"
"Mammals","51127","Insectivora; Afrosoricida","Afrosoricida","ITIS","Hemicentetes","Hemicentetes","Tenrecidae","Tenrecidae"
"Mammals","51121","Insectivora; Afrosoricida","Afrosoricida","ITIS","Hemicentetes","Hemicentetes","Tenrecidae","Tenrecidae"
"Mammals","42455","Insectivora; Afrosoricida","Afrosoricida","ITIS","Hemicentetes","Hemicentetes","Tenrecidae","Tenrecidae"
"Mammals","51124","Insectivora; Afrosoricida","Afrosoricida","ITIS","Hemicentetes","Hemicentetes","Tenrecidae","Tenrecidae"
"Mammals","42111","Insectivora; Afrosoricida","Afrosoricida","ITIS","Hemicentetes","Hemicentetes","Tenrecidae","Tenrecidae"
"Mammals","42454","Insectivora; Afrosoricida","Afrosoricida","ITIS","Hemicentetes","Hemicentetes","Tenrecidae","Tenrecidae"
"Mammals","51128","Insectivora; Afrosoricida","Afrosoricida","ITIS","Hemicentetes","Hemicentetes","Tenrecidae","Tenrecidae"
"Mammals","46896","Insectivora; Afrosoricida","Afrosoricida","ITIS","Hemicentetes","Hemicentetes","Tenrecidae","Tenrecidae"
"Mammals","70960","Insectivora; Erinaceomorpha","Erinaceomorpha","ITIS","HEMIECHINUS","Hemiechinus","Erinaceidae","Erinaceidae"
"Mammals","34271","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","Hyladelphys","Hyladelphys","Didelphidae","Didelphidae"
"Mammals","31165","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Lasiorhinus","Lasiorhinus","Vombatidae","Vombatidae"
"Mammals","9111010188","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","41703","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","74545","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","74544","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","72111","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","74201","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","87308","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","89167","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","9102240020","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","53699","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","3211080036","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","90713","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","3401170002","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","7906010008","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","86824","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","2505300003","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","86861","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","0102010010","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","72109","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","51138","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","50434","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","46990","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","3307220005","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","77456","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","3506040002","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","2401030001","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","90712","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","90714","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","3206130004","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","31095","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","86825","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","41704","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","2606020001","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","86821","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","3511160002","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","9111010187","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","31177","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","3608080089","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","31178","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","88040","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","83007","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","83006","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","72110","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","93766","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","86820","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","9111010186","Marsupialia; Diprotodontia","Diprotodontia","ITIS","Macropus","Macropus","Macropodidae","Macropodidae"
"Mammals","105973","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","106140","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","105889","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","49237","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","105257","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","44187","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","38488","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","38489","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","38487","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","35223","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","35229","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","101344","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99776","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99777","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99778","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","98459","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","35093","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","37662","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","95793","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99457","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","34738","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","34722","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","34681","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","37660","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","37661","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","34723","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","95795","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","34596","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","35209","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","96091","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","96090","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","37657","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","95442","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","37658","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","95443","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","33249","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","95444","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","34664","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","95794","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99396","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","96128","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","96094","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","96968","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","96093","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","95792","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99397","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99608","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","96969","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","96092","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","37659","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99340","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99321","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99320","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","96318","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99398","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","95791","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","99607","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","36806","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","58791","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","48789","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","55520","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","35466","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","44458","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","36907","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","44461","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","44459","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","56612","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","44460","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","56611","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","33201","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","69502","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","35453","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","31638","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","98152","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","98151","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","114321","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","3411030010","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSA","Marmosa","Didelphidae","Didelphidae"
"Mammals","35465","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> gracilinanus","Marmosa","Didelphidae","Didelphidae"
"Mammals","33807","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> gracilinanus","Marmosa","Didelphidae","Didelphidae"
"Mammals","55519","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> gracilinanus","Marmosa","Didelphidae","Didelphidae"
"Mammals","33103","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> gracilinanus","Marmosa","Didelphidae","Didelphidae"
"Mammals","40421","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> marmosops","Marmosa","Didelphidae","Didelphidae"
"Mammals","40399","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","41506","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","46430","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","46431","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","57245","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","57242","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","57243","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","2801040001","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","40398","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","3405090019","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","34514","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","33663","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","3411030001","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa -> micoureus","Marmosa","Didelphidae","Didelphidae"
"Mammals","16242","Marsupialia; Didelphimorphia","Didelphimorphia","Species 2000 & ITIS Catalogue of Life: April 2013","Marmosa 0> tlacuatzin","Marmosa","Didelphidae","Didelphidae"
"Mammals","105316","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","119427","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","97938","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114299","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114300","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114188","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114009","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114332","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","113997","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114319","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114320","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114362","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114318","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114322","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114296","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","114144","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MARMOSOPS","Marmosops","Didelphidae","Didelphidae"
"Mammals","105345","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","34273","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","34252","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","35595","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","37911","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","34263","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","33051","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","32459","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","32471","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","114356","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","114155","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","METACHIRUS","Metachirus","Didelphidae","Didelphidae"
"Mammals","105521","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","Micoureus","Micoureus","Didelphidae","Didelphidae"
"Mammals","106151","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","Micoureus","Micoureus","Didelphidae","Didelphidae"
"Mammals","104494","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","Micoureus","Micoureus","Didelphidae","Didelphidae"
"Mammals","98124","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","Micoureus","Micoureus","Didelphidae","Didelphidae"
"Mammals","97932","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","Micoureus","Micoureus","Didelphidae","Didelphidae"
"Mammals","3405090030","Insectivora; Afrosoricida","Afrosoricida","ITIS","MICROGALE","Microgale","Tenrecidae","Tenrecidae"
"Mammals","3405090032","Insectivora; Afrosoricida","Afrosoricida","ITIS","MICROGALE","Microgale","Tenrecidae","Tenrecidae"
"Mammals","3405090029","Insectivora; Afrosoricida","Afrosoricida","ITIS","MICROGALE","Microgale","Tenrecidae","Tenrecidae"
"Mammals","3405090031","Insectivora; Afrosoricida","Afrosoricida","ITIS","MICROGALE","Microgale","Tenrecidae","Tenrecidae"
"Mammals","42037","Insectivora; Afrosoricida","Afrosoricida","ITIS","MICROGALE","Microgale","Tenrecidae","Tenrecidae"
"Mammals","44470","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MONODELPHIS","Monodelphis","Didelphidae","Didelphidae"
"Mammals","33984","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MONODELPHIS","Monodelphis","Didelphidae","Didelphidae"
"Mammals","31738","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MONODELPHIS","Monodelphis","Didelphidae","Didelphidae"
"Mammals","51866","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MONODELPHIS","Monodelphis","Didelphidae","Didelphidae"
"Mammals","98904","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MONODELPHIS","Monodelphis","Didelphidae","Didelphidae"
"Mammals","98909","Marsupialia; Didelphimorphia","Didelphimorphia","ITIS","MONODELPHIS","Monodelphis","Didelphidae","Didelphidae"
"Mammals","1012230001","Marsupialia; Dasyuromorphia","Dasyuromorphia","ITIS","Myrmecobius","Myrmecobius","Myrmecobiidae","Myrmecobiidae"
"Mammals","63215","Edentata; Pilosa","Pilosa","ITIS","MYRMECOPHAGA","Myrmecophaga","Myrmecophagidae","Myrmecophagidae"
"Mammals","1011160004","Edentata; Pilosa","Pilosa","ITIS","MYRMECOPHAGA","Myrmecophaga","Myrmecophagidae","Myrmecophagidae"
"Mammals","1011160003","Edentata; Pilosa","Pilosa","ITIS","MYRMECOPHAGA","Myrmecophaga","Myrmecophagidae","Myrmecophagidae"
