"collectionCode","catalogNumber","verbatimWaterBody","Waterbody","verbatimContinent","Continent"
"Mammals","42652",,"Indian Ocean","Africa","Africa"
"Mammals","42651",,"Indian Ocean","Africa","Africa"
"Mammals","42578",,"Indian Ocean","Africa","Africa"
"Mammals","42598",,"Indian Ocean","Africa","Africa"
"Mammals","42603",,"Indian Ocean","Africa","Africa"
"Mammals","42594",,"Indian Ocean","Africa","Africa"
"Mammals","42599",,"Indian Ocean","Africa","Africa"
"Mammals","42653",,"Indian Ocean","Africa","Africa"
"Mammals","42593",,"Indian Ocean","Africa","Africa"
"Mammals","42592",,"Indian Ocean","Africa","Africa"
"Mammals","42584",,"Indian Ocean","Africa","Africa"
"Mammals","42579",,"Indian Ocean","Africa","Africa"
"Mammals","42577",,"Indian Ocean","Africa","Africa"
"Mammals","42710",,"Indian Ocean","Africa","Africa"
"Mammals","42632",,"Indian Ocean","Africa","Africa"
"Mammals","42709",,"Indian Ocean","Africa","Africa"
"Mammals","42613",,"Indian Ocean","Africa","Africa"
"Mammals","42612",,"Indian Ocean","Africa","Africa"
"Mammals","42611",,"Indian Ocean","Africa","Africa"
"Mammals","42590",,"Indian Ocean","Africa","Africa"
"Mammals","42589",,"Indian Ocean","Africa","Africa"
"Mammals","42588",,"Indian Ocean","Africa","Africa"
"Mammals","42597",,"Indian Ocean","Africa","Africa"
"Mammals","42606",,"Indian Ocean","Africa","Africa"
"Mammals","42585",,"Indian Ocean","Africa","Africa"
"Mammals","42614",,"Indian Ocean","Africa","Africa"
"Mammals","42583",,"Indian Ocean","Africa","Africa"
"Mammals","42608",,"Indian Ocean","Africa","Africa"
"Mammals","42630",,"Indian Ocean","Africa","Africa"
"Mammals","42643",,"Indian Ocean","Africa","Africa"
"Mammals","42644",,"Indian Ocean","Africa","Africa"
"Mammals","42587",,"Indian Ocean","Africa","Africa"
"Mammals","42586",,"Indian Ocean","Africa","Africa"
"Mammals","42649",,"Indian Ocean","Africa","Africa"
"Mammals","42650",,"Indian Ocean","Africa","Africa"
"Mammals","42610",,"Indian Ocean","Africa","Africa"
"Mammals","42627",,"Indian Ocean","Africa","Africa"
"Mammals","42737",,"Indian Ocean","Africa","Africa"
"Mammals","42703",,"Indian Ocean","Africa","Africa"
"Mammals","42707",,"Indian Ocean","Africa","Africa"
"Mammals","42706",,"Indian Ocean","Africa","Africa"
"Mammals","42705",,"Indian Ocean","Africa","Africa"
"Mammals","42576",,"Indian Ocean","Africa","Africa"
"Mammals","42655",,"Indian Ocean","Africa","Africa"
"Mammals","42596",,"Indian Ocean","Africa","Africa"
"Mammals","42708",,"Indian Ocean","Africa","Africa"
"Mammals","42646",,"Indian Ocean","Africa","Africa"
"Mammals","42704",,"Indian Ocean","Africa","Africa"
"Mammals","42642",,"Indian Ocean","Africa","Africa"
"Mammals","42602",,"Indian Ocean","Africa","Africa"
"Mammals","42631",,"Indian Ocean","Africa","Africa"
"Mammals","42609",,"Indian Ocean","Africa","Africa"
"Mammals","42645",,"Indian Ocean","Africa","Africa"
"Mammals","42607",,"Indian Ocean","Africa","Africa"
"Mammals","42574",,"Indian Ocean","Africa","Africa"
"Mammals","42647",,"Indian Ocean","Africa","Africa"
"Mammals","42654",,"Indian Ocean","Africa","Africa"
"Mammals","42628",,"Indian Ocean","Africa","Africa"
"Mammals","42605",,"Indian Ocean","Africa","Africa"
"Mammals","42604",,"Indian Ocean","Africa","Africa"
"Mammals","42629",,"Indian Ocean","Africa","Africa"
"Mammals","42575",,"Indian Ocean","Africa","Africa"
"Mammals","42648",,"Indian Ocean","Africa","Africa"
"Mammals","42595",,"Indian Ocean","Africa","Africa"
"Mammals","42591",,"Indian Ocean","Africa","Africa"
"Mammals","42601",,"Indian Ocean","Africa","Africa"
"Mammals","42084",,"Indian Ocean","Africa","Africa"
"Mammals","42090",,"Indian Ocean","Africa","Africa"
"Mammals","42078",,"Indian Ocean","Africa","Africa"
"Mammals","42081",,"Indian Ocean","Africa","Africa"
"Mammals","42082",,"Indian Ocean","Africa","Africa"
"Mammals","42080",,"Indian Ocean","Africa","Africa"
"Mammals","42087",,"Indian Ocean","Africa","Africa"
"Mammals","42077",,"Indian Ocean","Africa","Africa"
"Mammals","42101",,"Indian Ocean","Africa","Africa"
"Mammals","42109",,"Indian Ocean","Africa","Africa"
"Mammals","42074",,"Indian Ocean","Africa","Africa"
"Mammals","42083",,"Indian Ocean","Africa","Africa"
"Mammals","42075",,"Indian Ocean","Africa","Africa"
"Mammals","42107",,"Indian Ocean","Africa","Africa"
"Mammals","42106",,"Indian Ocean","Africa","Africa"
"Mammals","42086",,"Indian Ocean","Africa","Africa"
"Mammals","42079",,"Indian Ocean","Africa","Africa"
"Mammals","42096",,"Indian Ocean","Africa","Africa"
"Mammals","51108",,"Indian Ocean","Africa","Africa"
"Mammals","51109",,"Indian Ocean","Africa","Africa"
"Mammals","42092",,"Indian Ocean","Africa","Africa"
"Mammals","42105",,"Indian Ocean","Africa","Africa"
"Mammals","42110",,"Indian Ocean","Africa","Africa"
"Mammals","42100",,"Indian Ocean","Africa","Africa"
"Mammals","42091",,"Indian Ocean","Africa","Africa"
"Mammals","42108",,"Indian Ocean","Africa","Africa"
"Mammals","42089",,"Indian Ocean","Africa","Africa"
"Mammals","42095",,"Indian Ocean","Africa","Africa"
"Mammals","42099",,"Indian Ocean","Africa","Africa"
"Mammals","42093",,"Indian Ocean","Africa","Africa"
"Mammals","42076",,"Indian Ocean","Africa","Africa"
"Mammals","42094",,"Indian Ocean","Africa","Africa"
"Mammals","42073",,"Indian Ocean","Africa","Africa"
"Mammals","42097",,"Indian Ocean","Africa","Africa"
"Mammals","42102",,"Indian Ocean","Africa","Africa"
"Mammals","42088",,"Indian Ocean","Africa","Africa"
"Mammals","42104",,"Indian Ocean","Africa","Africa"
"Mammals","42085",,"Indian Ocean","Africa","Africa"
"Mammals","42103",,"Indian Ocean","Africa","Africa"
"Mammals","51113",,"Indian Ocean","Africa","Africa"
"Mammals","51111",,"Indian Ocean","Africa","Africa"
"Mammals","42098",,"Indian Ocean","Africa","Africa"
"Mammals","51110",,"Indian Ocean","Africa","Africa"
"Mammals","51112",,"Indian Ocean","Africa","Africa"
"Mammals","3405090035",,"Indian Ocean","Africa","Africa"
"Mammals","3405090034",,"Indian Ocean","Africa","Africa"
"Mammals","3405090026",,"Indian Ocean","Africa","Africa"
"Mammals","0102010002",,"Indian Ocean","Africa","Africa"
"Mammals","9812300015",,"Indian Ocean","Africa","Africa"
"Mammals","3405090027",,"Indian Ocean","Africa","Africa"
"Mammals","3405090033",,"Indian Ocean","Africa","Africa"
"Mammals","42444",,"Indian Ocean","Africa","Africa"
"Mammals","42443",,"Indian Ocean","Africa","Africa"
"Mammals","3405090025",,"Indian Ocean","Africa","Africa"
"Mammals","3405090031",,"Indian Ocean","Africa","Africa"
"Mammals","3405090029",,"Indian Ocean","Africa","Africa"
"Mammals","3405090036",,"Indian Ocean","Africa","Africa"
"Mammals","8606010007",,"Indian Ocean","Africa","Africa"
"Mammals","3405090022",,"Indian Ocean","Africa","Africa"
"Mammals","42112",,"Indian Ocean","Africa","Africa"
"Mammals","67336",,"Indian Ocean","Africa","Africa"
"Mammals","67337",,"Indian Ocean","Africa","Africa"
"Mammals","42113",,"Indian Ocean","Africa","Africa"
"Mammals","42002",,"Indian Ocean","Africa","Africa"
"Mammals","9012190010",,"Indian Ocean","Africa","Africa"
"Mammals","42438",,"Indian Ocean","Africa","Africa"
"Mammals","42437",,"Indian Ocean","Africa","Africa"
"Mammals","42543",,"Indian Ocean","Africa","Africa"
"Mammals","42544",,"Indian Ocean","Africa","Africa"
"Mammals","42713",,"Indian Ocean","Africa","Africa"
"Mammals","42689",,"Indian Ocean","Africa","Africa"
"Mammals","42671",,"Indian Ocean","Africa","Africa"
"Mammals","42672",,"Indian Ocean","Africa","Africa"
"Mammals","42673",,"Indian Ocean","Africa","Africa"
"Mammals","42685",,"Indian Ocean","Africa","Africa"
"Mammals","42686",,"Indian Ocean","Africa","Africa"
"Mammals","42688",,"Indian Ocean","Africa","Africa"
"Mammals","46915",,"Indian Ocean","Africa","Africa"
"Mammals","42665",,"Indian Ocean","Africa","Africa"
"Mammals","42690",,"Indian Ocean","Africa","Africa"
"Mammals","42687",,"Indian Ocean","Africa","Africa"
"Mammals","42669",,"Indian Ocean","Africa","Africa"
"Mammals","42668",,"Indian Ocean","Africa","Africa"
"Mammals","42666",,"Indian Ocean","Africa","Africa"
"Mammals","42693",,"Indian Ocean","Africa","Africa"
"Mammals","42664",,"Indian Ocean","Africa","Africa"
"Mammals","42663",,"Indian Ocean","Africa","Africa"
"Mammals","42662",,"Indian Ocean","Africa","Africa"
"Mammals","42670",,"Indian Ocean","Africa","Africa"
"Mammals","46906",,"Indian Ocean","Africa","Africa"
"Mammals","46911",,"Indian Ocean","Africa","Africa"
"Mammals","42714",,"Indian Ocean","Africa","Africa"
"Mammals","46905",,"Indian Ocean","Africa","Africa"
"Mammals","46930",,"Indian Ocean","Africa","Africa"
"Mammals","46934",,"Indian Ocean","Africa","Africa"
"Mammals","46933",,"Indian Ocean","Africa","Africa"
"Mammals","46932",,"Indian Ocean","Africa","Africa"
"Mammals","46931",,"Indian Ocean","Africa","Africa"
"Mammals","46916",,"Indian Ocean","Africa","Africa"
"Mammals","46908",,"Indian Ocean","Africa","Africa"
"Mammals","46917",,"Indian Ocean","Africa","Africa"
"Mammals","46904",,"Indian Ocean","Africa","Africa"
"Mammals","46903",,"Indian Ocean","Africa","Africa"
"Mammals","46902",,"Indian Ocean","Africa","Africa"
"Mammals","46907",,"Indian Ocean","Africa","Africa"
"Mammals","46910",,"Indian Ocean","Africa","Africa"
"Mammals","46914",,"Indian Ocean","Africa","Africa"
"Mammals","46912",,"Indian Ocean","Africa","Africa"
"Mammals","46913",,"Indian Ocean","Africa","Africa"
"Mammals","42680",,"Indian Ocean","Africa","Africa"
"Mammals","46929",,"Indian Ocean","Africa","Africa"
"Mammals","42718",,"Indian Ocean","Africa","Africa"
"Mammals","42661",,"Indian Ocean","Africa","Africa"
"Mammals","42616",,"Indian Ocean","Africa","Africa"
"Mammals","42617",,"Indian Ocean","Africa","Africa"
"Mammals","42636",,"Indian Ocean","Africa","Africa"
"Mammals","42620",,"Indian Ocean","Africa","Africa"
"Mammals","42622",,"Indian Ocean","Africa","Africa"
"Mammals","42623",,"Indian Ocean","Africa","Africa"
"Mammals","42635",,"Indian Ocean","Africa","Africa"
"Mammals","42694",,"Indian Ocean","Africa","Africa"
"Mammals","42621",,"Indian Ocean","Africa","Africa"
"Mammals","3405090021",,"Indian Ocean","Africa","Africa"
"Mammals","42618",,"Indian Ocean","Africa","Africa"
"Mammals","46909",,"Indian Ocean","Africa","Africa"
"Mammals","46926",,"Indian Ocean","Africa","Africa"
"Mammals","46919",,"Indian Ocean","Africa","Africa"
"Mammals","46925",,"Indian Ocean","Africa","Africa"
"Mammals","46924",,"Indian Ocean","Africa","Africa"
"Mammals","46923",,"Indian Ocean","Africa","Africa"
"Mammals","46918",,"Indian Ocean","Africa","Africa"
"Mammals","46922",,"Indian Ocean","Africa","Africa"
"Mammals","46921",,"Indian Ocean","Africa","Africa"
"Mammals","3405090023",,"Indian Ocean","Africa","Africa"
"Mammals","42695",,"Indian Ocean","Africa","Africa"
"Mammals","42696",,"Indian Ocean","Africa","Africa"
"Mammals","42681",,"Indian Ocean","Africa","Africa"
"Mammals","42682",,"Indian Ocean","Africa","Africa"
"Mammals","42683",,"Indian Ocean","Africa","Africa"
"Mammals","42675",,"Indian Ocean","Africa","Africa"
"Mammals","42619",,"Indian Ocean","Africa","Africa"
"Mammals","42702",,"Indian Ocean","Africa","Africa"
"Mammals","42657",,"Indian Ocean","Africa","Africa"
"Mammals","42656",,"Indian Ocean","Africa","Africa"
"Mammals","42615",,"Indian Ocean","Africa","Africa"
"Mammals","42641",,"Indian Ocean","Africa","Africa"
"Mammals","42701",,"Indian Ocean","Africa","Africa"
"Mammals","42697",,"Indian Ocean","Africa","Africa"
"Mammals","46920",,"Indian Ocean","Africa","Africa"
"Mammals","42699",,"Indian Ocean","Africa","Africa"
"Mammals","42700",,"Indian Ocean","Africa","Africa"
"Mammals","42624",,"Indian Ocean","Africa","Africa"
"Mammals","42625",,"Indian Ocean","Africa","Africa"
"Mammals","42640",,"Indian Ocean","Africa","Africa"
"Mammals","42639",,"Indian Ocean","Africa","Africa"
"Mammals","42638",,"Indian Ocean","Africa","Africa"
"Mammals","42637",,"Indian Ocean","Africa","Africa"
"Mammals","42691",,"Indian Ocean","Africa","Africa"
"Mammals","42678",,"Indian Ocean","Africa","Africa"
"Mammals","42538",,"Indian Ocean","Africa","Africa"
"Mammals","42667",,"Indian Ocean","Africa","Africa"
"Mammals","42658",,"Indian Ocean","Africa","Africa"
"Mammals","42529",,"Indian Ocean","Africa","Africa"
"Mammals","42527",,"Indian Ocean","Africa","Africa"
"Mammals","42528",,"Indian Ocean","Africa","Africa"
"Mammals","42525",,"Indian Ocean","Africa","Africa"
"Mammals","42659",,"Indian Ocean","Africa","Africa"
"Mammals","42660",,"Indian Ocean","Africa","Africa"
"Mammals","42537",,"Indian Ocean","Africa","Africa"
"Mammals","42536",,"Indian Ocean","Africa","Africa"
"Mammals","42540",,"Indian Ocean","Africa","Africa"
"Mammals","42541",,"Indian Ocean","Africa","Africa"
"Mammals","42530",,"Indian Ocean","Africa","Africa"
"Mammals","42692",,"Indian Ocean","Africa","Africa"
"Mammals","42570",,"Indian Ocean","Africa","Africa"
"Mammals","42571",,"Indian Ocean","Africa","Africa"
"Mammals","42572",,"Indian Ocean","Africa","Africa"
"Mammals","42573",,"Indian Ocean","Africa","Africa"
"Mammals","42532",,"Indian Ocean","Africa","Africa"
"Mammals","42542",,"Indian Ocean","Africa","Africa"
"Mammals","42677",,"Indian Ocean","Africa","Africa"
"Mammals","42679",,"Indian Ocean","Africa","Africa"
"Mammals","42674",,"Indian Ocean","Africa","Africa"
"Mammals","42676",,"Indian Ocean","Africa","Africa"
"Mammals","42684",,"Indian Ocean","Africa","Africa"
"Mammals","42535",,"Indian Ocean","Africa","Africa"
"Mammals","42698",,"Indian Ocean","Africa","Africa"
"Mammals","42539",,"Indian Ocean","Africa","Africa"
"Mammals","42526",,"Indian Ocean","Africa","Africa"
"Mammals","42534",,"Indian Ocean","Africa","Africa"
"Mammals","42533",,"Indian Ocean","Africa","Africa"
"Mammals","42531",,"Indian Ocean","Africa","Africa"
"Mammals","9812300008",,"Indian Ocean","Africa","Africa"
"Mammals","8608040002",,"Indian Ocean","Africa","Africa"
"Mammals","9102240003",,"Indian Ocean","Africa","Africa"
"Mammals","0011200010",,"Indian Ocean","Africa","Africa"
"Mammals","9012190016",,"Indian Ocean","Africa","Africa"
"Mammals","8606010005",,"Indian Ocean","Africa","Africa"
"Mammals","9812300010",,"Indian Ocean","Africa","Africa"
"Mammals","9012190015",,"Indian Ocean","Africa","Africa"
"Mammals","9102240005",,"Indian Ocean","Africa","Africa"
"Mammals","8608240001",,"Indian Ocean","Africa","Africa"
"Mammals","3405090024",,"Indian Ocean","Africa","Africa"
"Mammals","3405090020",,"Indian Ocean","Africa","Africa"
"Mammals","0101300010",,"Pacific Ocean","Asia","Asia"
"Mammals","77743",,"Pacific Ocean","Asia","Asia"
"Mammals","86149",,"Pacific Ocean","Asia","Asia"
"Mammals","77744",,"Pacific Ocean","Asia","Asia"
"Mammals","77920",,"Pacific Ocean","Asia","Asia"
"Mammals","86150",,"Pacific Ocean","Asia","Asia"
"Mammals","76026",,"Pacific Ocean","Asia","Asia"
"Mammals","33712",,"Pacific Ocean","Asia","Asia"
"Mammals","0011280015",,"Indian Ocean","Asia","Asia"
"Mammals","9012190018",,"Indian Ocean","Asia","Asia"
"Mammals","75156",,"Indian Ocean","Asia","Asia"
"Mammals","77801",,"North Pacific Ocean","Asia","Asia"
"Mammals","77796",,"North Pacific Ocean","Asia","Asia"
"Mammals","76101",,"North Pacific Ocean","Asia","Asia"
"Mammals","77827",,"North Pacific Ocean","Asia","Asia"
"Mammals","76100",,"North Pacific Ocean","Asia","Asia"
"Mammals","77828",,"North Pacific Ocean","Asia","Asia"
"Mammals","76094",,"North Pacific Ocean","Asia","Asia"
"Mammals","76098",,"North Pacific Ocean","Asia","Asia"
"Mammals","76102",,"North Pacific Ocean","Asia","Asia"
"Mammals","77797",,"North Pacific Ocean","Asia","Asia"
"Mammals","78221",,"North Pacific Ocean","Asia","Asia"
"Mammals","77799",,"North Pacific Ocean","Asia","Asia"
"Mammals","77831",,"North Pacific Ocean","Asia","Asia"
"Mammals","77832",,"North Pacific Ocean","Asia","Asia"
"Mammals","76099",,"North Pacific Ocean","Asia","Asia"
"Mammals","77798",,"North Pacific Ocean","Asia","Asia"
"Mammals","77821",,"North Pacific Ocean","Asia","Asia"
"Mammals","77800",,"North Pacific Ocean","Asia","Asia"
"Mammals","76093",,"North Pacific Ocean","Asia","Asia"
"Mammals","77826",,"North Pacific Ocean","Asia","Asia"
"Mammals","76096",,"North Pacific Ocean","Asia","Asia"
"Mammals","76097",,"North Pacific Ocean","Asia","Asia"
"Mammals","76106",,"North Pacific Ocean","Asia","Asia"
"Mammals","76105",,"North Pacific Ocean","Asia","Asia"
"Mammals","76104",,"North Pacific Ocean","Asia","Asia"
"Mammals","76103",,"North Pacific Ocean","Asia","Asia"
"Mammals","77820",,"North Pacific Ocean","Asia","Asia"
"Mammals","91170",,"North Pacific Ocean","Asia","Asia"
"Mammals","76095",,"North Pacific Ocean","Asia","Asia"
"Mammals","78220",,"North Pacific Ocean","Asia","Asia"
"Mammals","77823",,"North Pacific Ocean","Asia","Asia"
"Mammals","78222",,"North Pacific Ocean","Asia","Asia"
"Mammals","77822",,"North Pacific Ocean","Asia","Asia"
"Mammals","77830",,"North Pacific Ocean","Asia","Asia"
"Mammals","76092",,"North Pacific Ocean","Asia","Asia"
"Mammals","77829",,"North Pacific Ocean","Asia","Asia"
"Mammals","77824",,"North Pacific Ocean","Asia","Asia"
"Mammals","77825",,"North Pacific Ocean","Asia","Asia"
"Mammals","77341",,"North Pacific Ocean","Asia","Asia"
"Mammals","78297",,"North Pacific Ocean","Asia","Asia"
"Mammals","1406120003",,"North Pacific Ocean","Asia","Asia"
"Mammals","1406120004",,"North Pacific Ocean","Asia","Asia"
"Mammals","78311",,"North Pacific Ocean","Asia","Asia"
"Mammals","78302",,"North Pacific Ocean","Asia","Asia"
"Mammals","3205190005",,"North Pacific Ocean","Asia","Asia"
"Mammals","78306",,"North Pacific Ocean","Asia","Asia"
"Mammals","78303",,"North Pacific Ocean","Asia","Asia"
"Mammals","78304",,"North Pacific Ocean","Asia","Asia"
"Mammals","78316",,"North Pacific Ocean","Asia","Asia"
"Mammals","78308",,"North Pacific Ocean","Asia","Asia"
"Mammals","78315",,"North Pacific Ocean","Asia","Asia"
"Mammals","78310",,"North Pacific Ocean","Asia","Asia"
"Mammals","78301",,"North Pacific Ocean","Asia","Asia"
"Mammals","78320",,"North Pacific Ocean","Asia","Asia"
"Mammals","78305",,"North Pacific Ocean","Asia","Asia"
"Mammals","78298",,"North Pacific Ocean","Asia","Asia"
"Mammals","78312",,"North Pacific Ocean","Asia","Asia"
"Mammals","78313",,"North Pacific Ocean","Asia","Asia"
"Mammals","78300",,"North Pacific Ocean","Asia","Asia"
"Mammals","78329",,"North Pacific Ocean","Asia","Asia"
"Mammals","78314",,"North Pacific Ocean","Asia","Asia"
"Mammals","78299",,"North Pacific Ocean","Asia","Asia"
"Mammals","78307",,"North Pacific Ocean","Asia","Asia"
"Mammals","78296",,"North Pacific Ocean","Asia","Asia"
"Mammals","78319",,"North Pacific Ocean","Asia","Asia"
"Mammals","78318",,"North Pacific Ocean","Asia","Asia"
"Mammals","78317",,"North Pacific Ocean","Asia","Asia"
"Mammals","78309",,"North Pacific Ocean","Asia","Asia"
"Mammals","109660",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","16498",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","109662",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","3412270002",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","3412270001",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","14251",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","10878",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","14245",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","14243",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","14242",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","14240",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","14246",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","14241",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","14244",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","14248",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","14250",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","22049",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","18538",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","22101",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","18879",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","18881",,"Gulf of Saint Lawrence","North America","North America"
"Mammals","28187",,"Caribbean Sea","North America","North America"
"Mammals","91239",,"North Pacific Ocean","North America","Oceania"
"Mammals","79793",,"North Pacific Ocean","North America","Oceania"
"Mammals","79794",,"North Pacific Ocean","North America","Oceania"
