"collectionCode","catalogNumber","Genus","standardGenus","family","standardFamily","authority"
"Mammals","3509180046","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","16626","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","2012200070","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21140","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","92732","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23730","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","110151","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21144","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21151","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21159","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21161","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","2012200072","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","22565","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","92992","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3507310064","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","22566","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","22567","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","22723","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","93003","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","93070","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","92697","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110395","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110394","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110417","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3308310015","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","19910","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3507310063","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","10119","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110416","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","109877","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","16052","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","16051","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","16050","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","16049","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","22568","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","24217","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","93062","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","83569","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20823","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3507310059","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80126","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","2012200073","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23843","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23833","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23834","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23836","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23840","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","22188","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","22176","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","10159","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","22175","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","85817","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80125","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3608080051","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80127","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80122","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80123","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80124","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","83568","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","83620","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3108280009","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3108280008","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20820","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20836","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","83627","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80139","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","85804","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","2012200074","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21160","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3308040080","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3308040077","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3308040103","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3308040129","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","83644","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","83657","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","10714","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","32124","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23837","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","85818","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23725","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21158","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21156","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","90506","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","85829","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23832","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23844","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","15289","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23839","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23838","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3608080052","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3608080053","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","94468","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","94467","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80128","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3508160008","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","22155","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110397","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110392","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","15768","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110411","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","15771","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","94463","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","91128","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","91129","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","92738","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23866","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23872","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","92722","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3512170002","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","94461","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110393","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110414","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110413","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110389","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","94465","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","83525","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110388","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","92726","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","2112200007","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","94459","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","2112200011","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","2112200010","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","2112200008","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","2112200009","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110410","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","94464","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110396","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110412","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","92735","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23563","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","12716","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80129","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","12714","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3109110398","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","12715","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","12717","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23572","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","12718","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","12711","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","15770","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23566","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","85768","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","92736","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","12712","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23561","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","94460","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","92721","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3512170003","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","12713","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102330","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102322","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102324","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102325","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102326","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102329","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102331","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102332","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102333","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102335","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102347","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102339","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102328","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102341","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102346","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102342","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102336","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","102320","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","91131","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","24962","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23661","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","24963","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","25132","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23662","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","25133","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","31379","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23284","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23666","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23665","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","24961","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21198","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23685","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23625","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23285","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21145","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","53543","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23683","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","75381","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","91132","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","10088","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","10089","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20707","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","118455","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21128","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23283","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","53548","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","53547","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","16240","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23669","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23621","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23629","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","91133","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","11478","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23630","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","91134","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","91135","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21192","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26958","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","118462","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","0101300053","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21194","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3509110010","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23628","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23680","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3509110009","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","22101","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","24964","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23650","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23681","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21154","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","91130","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609290010","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23640","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23635","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23679","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23677","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26949","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23673","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","0101300054","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","2811040053","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","21195","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","88422","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","87395","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","73970","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64801","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64788","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64803","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64802","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64809","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","77893","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","77892","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64821","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64800","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64836","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64822","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64790","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64827","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64808","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64826","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64825","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64787","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64789","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64810","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","83964","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","64828","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","41778","Cloeotis","Cloeotis","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","77341","Coelops","Coelops","Hipposideridae","Rhinolophidae","ITIS"
