"collectionCode","catalogNumber","Genus","standardGenus","family","standardFamily","authority"
"Mammals","30248","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30265","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30264","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19718","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","17619","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19723","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19730","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20503","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20496","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","17615","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20501","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19716","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30252","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","17616","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24943","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19725","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","77602","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","17614","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20502","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20493","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30281","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20492","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20491","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19724","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19722","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20505","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20497","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30266","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30267","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87109","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87102","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87113","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87112","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","113004","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87111","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87104","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87110","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","98615","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87108","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87107","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87106","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87105","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87103","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","47215","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","47214","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","47218","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","47217","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","47216","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31867","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31823","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31833","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32003","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31931","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31866","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31835","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","58181","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31865","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31840","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31842","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31988","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32264","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31858","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31891","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31841","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31845","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31844","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31859","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31890","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31834","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32482","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32483","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32488","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32479","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32481","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32484","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32485","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32486","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32487","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31740","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32480","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31651","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31596","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","61903","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","61901","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31726","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31565","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31564","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31756","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31530","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31531","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31757","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31566","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31708","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31631","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31739","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31532","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31560","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31543","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31542","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31537","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31533","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31703","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31727","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24944","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24945","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30246","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24946","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30244","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","34643","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30243","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24947","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","37722","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","17612","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","33277","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","34595","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","33267","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30245","Sigmodon","Sigmodon","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","40392","SIGMODONTOMYS","Sigmodontomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","40402","SIGMODONTOMYS","Sigmodontomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","40422","SIGMODONTOMYS","Sigmodontomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","0011210008","SPALAX","Spalax","Muridae; Spalacidae","Muridae","ITIS"
"Mammals","2704140010","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","30386","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","30387","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","2704140009","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","25088","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","30385","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","23425","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","3109120006","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","80255","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","20487","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","17173","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","21834","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","2501160020","Spilogale","Spilogale","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","73975","Steatomys","Steatomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","75624","Steatomys","Steatomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","74064","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","74063","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31255","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","109489","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","109475","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11569","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11570","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11571","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11850","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11808","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","88774","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11896","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3508160024","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11573","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11572","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11809","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11811","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11810","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11806","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11998","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11567","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","77124","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11907","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3309190083","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109180072","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109180071","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11908","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","12108","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3508160020","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3508160023","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3409170026","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3508160021","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3508160022","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11997","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11996","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11995","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11894","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11909","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24956","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11911","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11999","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","61483","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","51949","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","109434","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","51952","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","51956","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3409170027","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11807","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11895","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11910","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","12109","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11568","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","109433","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","61482","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","61481","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11897","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11898","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3309190076","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3508160019","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11899","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3409170029","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3409170028","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11965","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","18496","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83280","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","10534","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79562","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79571","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109180073","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","10536","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83353","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83295","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23811","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24237","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090434","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81082","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23951","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","77106","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3309190081","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","90262","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3309190123","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79479","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79444","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79435","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24241","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23782","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3309190079","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3309190078","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81045","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81040","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79319","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80930","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","17978","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80826","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83269","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","10529","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23785","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","10530","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81024","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80972","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80858","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3309190075","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83288","SYNAPTOMYS","Synaptomys","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
